"Data Source","World Development Indicators",

"Last Updated Date","2022-07-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Austria","AUT","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Azerbaijan","AZE","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97","98.9082260131836","98.6218032836914","100","98.9274673461914","99.0747985839844","99.2215957641602","99.5","99.5234527587891","99.6838684082031","99.8542251586914","99.9437942504883","99.9000015258789","100","100","100","100","100","100","100","100","100","",
"Burundi","BDI","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.9","2.07094931602478","2.46323680877686","2.79742002487183","3.12401843070984","3.44538164138794","3.76385879516602","3.20731711387634","2.66000008583069","4.7259464263916","4.80000019073486","5.39901685714722","5.30000019073486","6.12268400192261","6.5","6.90000009536743","7","8.42765235900879","9.34840965270996","9.30000019073486","10.8849086761475","11.3565282821655","11.7355556488037","",
"Belgium","BEL","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Benin","BEN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.5","18.5896263122559","19.578254699707","20.5620422363281","21.5310840606689","21.8999996185303","23.4159278869629","24.3493232727051","25.2798328399658","26.2098045349121","27.8999996185303","28.0780162811279","29.021614074707","29.9751510620117","34.2000007629395","36.9000015258789","38.4000015258789","34.691219329834","34.0999984741211","29.6200008392334","37.0952453613281","34.5","39.2469177246094","40.3286895751953","41.4109573364258","",
"Burkina Faso","BFA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1","6.12501001358032","6.62533283233643","7.1229362487793","7.61713981628418","8.10726451873779","6.9","9.07501983642578","9.52135181427002","9.96009922027588","11.3999996185303","10.8242387771606","11.2543277740479","11.6862897872925","12.1227731704712","12.5664882659912","12.6300001144409","13.1000003814697","14.8084144592285","15.1179943084717","15.4056425094604","19.2000007629395","16.0769748687744","16.641056060791","17.2140426635742","14.3999996185303","18.3748550415039","18.957239151001","",
"Bangladesh","BGD","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.29","9.90541934967041","12.7178802490234","17.8","18.3380451202393","21.1443862915039","22.4","26.7461929321289","29.5402145385742","32","35.0326461791992","37.8510704040527","40.6642608642578","40.5999984741211","44.2299995422363","50.5251007080078","46.5","54.7355155944824","57.56884765625","55.2599983215332","59.5999984741211","66.1555709838867","61.5","62.4000015258789","74.9037399291992","75.9199981689453","88","91.8000030517578","92.1999969482422","96.1999969482422","",
"Bulgaria","BGR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.6999969482422","",
"Bahrain","BHR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9413986206055","99.9673919677734","99.9871826171875","99.9971389770508","99.9997711181641","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Bahamas, The","BHS","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Bosnia and Herzegovina","BIH","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","99.4000015258789","98.5","100","100","100","99.3872756958008","99.6999969482422","100","100","100","99.7057800292969","100","99.5","100","99.6999969482422","100","100","100","100","100","",
"Belarus","BLR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Belize","BLZ","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67","72.2249145507813","73.1233291625977","74.0203857421875","74.915397644043","75.8076934814453","76.6965866088867","77.5814056396484","78.4613800048828","79","80.1969604492188","81.0294189453125","81.8566360473633","82.6809768676758","83.5047760009766","90.9885330200195","85.1606369018555","85.9980621337891","86.8454284667969","89.9172210693359","91.6817321777344","90.9959182739258","91.1861038208008","91.3642578125","91.8000030517578","93.2223129272461","94.1890106201172","91.7200012207031","92.7200012207031","97.1133346557617","",
"Bermuda","BMU","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Bolivia","BOL","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.0279006958008","61.3840293884277","64.1","64.0915298461914","71","67.330431","71.2","70.929888","69.9630432128906","69.2585372924805","63.9968566894531","72.3000030517578","75.9453048706055","68.2882080078125","76.2112808227539","80.1565704345703","84.6749877929688","86.7655944824219","87.8863143920898","88.3359451293945","90.3873748779297","89.5056838989258","90.0387268066406","91.522819519043","91.8000030517578","91.8000030517578","92.8000030517578","95.0800018310547","97.5541229248047","",
"Brazil","BRA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.475116","90.6065444946289","88.803833","89.999927","91.8837280273438","91.728598","92.867095","93.354139","94.193812","94.76296","94.391716003418","96.0165252685547","96.6529922485352","96.980094909668","96.7651062011719","97.0935134887695","97.5943145751953","98.1253814697266","98.5266265869141","98.8569412231445","98.5999984741211","99.3286895751953","99.5194931030273","99.5751495361328","99.6502456665039","99.7108993530273","99.6999969482422","99.8000030517578","99.6999969482422","99.8000030517578","100","",
"Barbados","BRB","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9842529296875","99.9934387207031","99.9986877441406","100","100","100","100","100","100","100","100","100","100","100","99.9967422485352","99.9804534912109","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Brunei Darussalam","BRN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Bhutan","BTN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.1499996185303","40.0451316833496","43.9788780212402","41.0999984741211","51.8330116271973","59.8081130981445","59.6850547790527","71.8000030517578","67.5552520751953","71.5038986206055","73.2829132080078","81.76708984375","91.5","87.4511413574219","91.483512878418","95.5307159423828","99.5897903442383","97.6999969482422","99.974365234375","100","100","",
"Botswana","BWA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.1","9.39822673797607","11.6420764923096","13.8845663070679","16.1250171661377","18.3627471923828","20.5970783233643","22.8273296356201","25.0527400970459","26.4089794158936","24.7999992370605","27","33.0831069946289","35.2989120483398","37.5141792297363","39.7313194274902","41.9529800415039","44.5","43.3600006103516","52.0177803039551","53.2400016784668","56.0188140869141","57.9919204711914","59.952995300293","62.1300010681152","64.1750564575195","67.4000015258789","68.2292633056641","69.9597396850586","71.994758605957","",
"Central African Republic","CAF","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3.33491563796997","3.83021020889282","4.32142543792725","4.80779838562012","6","5.7360520362854","6.17705392837524","6.61282014846802","7.04570055007935","7.4780445098877","7.80516910552979","8.35099792480469","7.48000001907349","9.25287532806396","9.80000019073486","10.2466478347778","10.8688611984253","11.4691410064697","12.0573968887329","12.727029800415","13.5338163375854","14.2995414733887","14.8423757553101","14.3000001907349","15.4650840759277","",
"Canada","CAN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Central Europe and the Baltics","CEB","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.8278344126722","100","100","100","99.9796400333302","",
"Switzerland","CHE","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Channel Islands","CHI","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Chile","CHL","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.257427","94.781623840332","94.560057","95.2737274169922","95.5180740356445","95.760383605957","95.617315","96.2361679077148","97.241124","96.6955490112305","97.9386901855469","97.1158065795898","97.2836837768555","98.7823257446289","97.606086730957","97.7653121948242","99.3681106567383","98.0920181274414","98.2648696899414","99.5936584472656","99.5383911132813","99.5881958007813","100","99.5999984741211","100","99.71484375","100","99.6999969482422","100","100","100","",
"China","CHN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.0217971801758","97.2727890014648","97.5162048339844","97.7543792724609","97.9896697998047","98.2244262695313","98.461051940918","98.7022018432617","98.9505767822266","99.2089004516602","99.6999969482422","99.8487243652344","99.9619293212891","99.9964447021484","100","100","100","100","100","100","100","",
"Cote d'Ivoire","CIV","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.5","43.6312522888184","44.6482124328613","45.6617698669434","46.6712455749512","48.2","48.6894683837891","49.6558570861816","51.4000015258789","51.5682334899902","52.5189170837402","58.9000015258789","60.1710510253906","55.3776245117188","60.2999992370605","57.3151054382324","58.3014678955078","55.7999992370605","55.7999992370605","61.3625907897949","61.9000015258789","62.5999984741211","64.3000030517578","65.5999984741211","67.1473922729492","68.4595565795898","69.6791229248047","",
"Cameroon","CMR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","32.6975250244141","33.849193572998","34.9995040893555","36.1477737426758","37.2933235168457","38.435474395752","40.7","40.7067756652832","41","46.2000007629395","44.0404014587402","45.1230125427246","47.0999984741211","47.2819328308105","49","48.2000007629395","50.5413970947266","51.6441535949707","52.7595558166504","53.7000007629395","55.0391540527344","56.2078132629395","56.7999992370605","58.5955924987793","59.8087768554688","61.0308647155762","62.2000007629395","63.4898796081543","64.7213668823242","",
"Congo, Dem. Rep.","COD","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.69999980926514","7.31436443328857","7.91584491729736","8.51208972930908","9.10544872283936","6","10.2929649353027","15.1999998092651","11.4986276626587","12.1150150299072","12.7440509796143","13.3884449005127","15.3999996185303","14.7332000732422","13.5","16.1482429504395","17.0418376922607","17.9165096282959","18.5682907104492","19.1000003814697","19.1000003814697","",
"Congo, Rep.","COG","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.090015411377","30.063591003418","31.0295829772949","31.9903373718262","32.9482078552246","33.7999992370605","34.86474609375","35.8284721374512","36.799430847168","37.0999984741211","39.7886199951172","40.7216911315918","41.5999984741211","42.5439720153809","43.4321212768555","44.4016494750977","45.5083274841309","46.5739479064941","47.416675567627","48.4074745178223","49.5171012878418","",
"Colombia","COL","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.9","91.8366546630859","92.1326599121094","92.4279937744141","92.7219619750977","91.2","93.3031005859375","93.5889129638672","93.8706436157227","94.1475296020508","95.1999969482422","98.4700012207031","94.9055023193359","95.1293487548828","95.3503112792969","96.8000030517578","95.7930297851563","96.0198440551758","96.8067626953125","96.0572280883789","96.7889938354492","96.693603515625","97.0321731567383","97.7794189453125","97.7909393310547","98.186897277832","98.4000015258789","98.5","98.5","99.7559204101563","100","",
"Comoros","COM","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.9","32.7624130249023","35.0945281982422","37.421802520752","39.7153549194336","42.0186653137207","44.7999992370605","46.6048812866211","48.8924865722656","51.1795539855957","53.4684944152832","55.7619552612305","58.0626487731934","60.3732833862305","69.8077087402344","69.4258041381836","69.3000030517578","69.7684478759766","72.1627960205078","74.5719833374023","76.9930419921875","79.4230041503906","81.8589096069336","84.2977752685547","86.7371368408203","",
"Cabo Verde","CPV","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.4223289489746","60.1615180969238","58.5999984741211","63.619499206543","65.3429870605469","67","68.7907562255859","70.5201034545898","72.2566757202148","74.0031890869141","81.0999984741211","82.3562469482422","83.3587646484375","84.3393478393555","85.3079071044922","86.3578414916992","87.5449295043945","88.6909637451172","90.411750793457","91.4000015258789","94.1617431640625","",
"Costa Rica","CRI","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.9400024414063","98.2497787475586","98.5091857910156","98.6958999633789","98.9547805786133","99.0530548095703","99.1475219726563","99.2179946899414","99.2639389038086","99.4098052978516","98.995735168457","99.2323455810547","99.5032958984375","99.5635147094727","99.3592910766602","99.4098052978516","99.5","99.5999984741211","99.6999969482422","99.7099990844727","99.9000015258789","",
"Caribbean small states","CSS","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.2988515980668","80.5695466056479","81.2546144462782","84.5966621700197","82.623682809763","83.2168425334155","85.8926138123413","86.8292942974403","89.4535927206406","89.2864781089555","89.3763660145404","89.8602700175669","90.2847210431497","90.7606516633723","91.7113747200426","92.8808260551362","92.1911863434161","93.4070603924759","93.3906480037973","94.4029957151005","94.8869223835886","94.8017508751529","95.6659287364673","96.6912081788071","97.2997114625456","97.6860301364799","98.221954027314","98.8189268976713","",
"Cuba","CUB","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97","96.2262573242188","95.5","96.5130310058594","96.6509094238281","96.7882537841797","96.9274749755859","97.0712127685547","97.2221832275391","97.3830947875977","97.5566482543945","97.7455673217773","97.9525527954102","98.1793670654297","98.4239883422852","98.6834564208984","98.9547882080078","99.2350311279297","99.5212097167969","99.8000030517578","100","",
"Curacao","CUW","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.9974060058594","99.9841156005859","99.9549026489258","100","100","100","100","100","100","100","100","100","100","100","",
"Cayman Islands","CYM","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.846923828125","99.8788146972656","99.9102401733398","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Cyprus","CYP","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Czech Republic","CZE","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Germany","DEU","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Djibouti","DJI","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62","56.2944946289063","56.3222541809082","56.3451690673828","56.3799514770508","56.3651428222656","49.7000007629395","56.3151168823242","56.2845993041992","56.253547668457","55.5","56.19970703125","56.1822776794434","56.1747894287109","56.1799507141113","56.2004699707031","54.5999984741211","56.2974739074707","56.618839263916","57.5785636901855","58.6754455566406","60.2000007629395","60.5641860961914","61.2119293212891","61.7670822143555","",
"Dominica","DMA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","79.6219177246094","80.9518127441406","82.2792129516602","87.6999969482422","84.9136199951172","86.2253112792969","87.5364761352539","88.8495101928711","90.1670608520508","90.9000015258789","92.8265686035156","94.173942565918","95.5366744995117","96.91748046875","98.3181076049805","99.7365493774414","99.8290176391602","99.9835357666016","100","100","100","100","",
"Denmark","DNK","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Dominican Republic","DOM","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.2","82.4854049682617","83.2554931640625","84.0242233276367","84.7909088134766","85.5548782348633","86.3154449462891","87.0719375610352","91","88.7649307250977","89.7913589477539","89.7498168945313","89.1738052368164","90.3165664672852","90.141227722168","90.1181488037109","96.8763427734375","97.5761947631836","97.8577575683594","98.1454162597656","97.8988723754883","97.8670501708984","98.385856628418","98.4709777832031","98.5603637695313","98.9000015258789","100","98.9000015258789","99","100","",
"Algeria","DZA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.9730987548828","98.9668731689453","98.9530563354492","98.9340133666992","98.9120788574219","98.8896102905273","98.869010925293","98.8529357910156","99.3000030517578","98.8451843261719","98.8589324951172","98.8880310058594","98.7646636962891","99.0022048950195","99.0870132446289","99.1866607666016","99.3502502441406","99.6354904174805","99.6978378295898","99.5","99.8041305541992","",
"East Asia & Pacific (excluding high income)","EAP","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.3174717523684","91.8750826012243","92.4103715556518","92.6300379321713","93.5487292184032","93.1439883222969","94.2631165114997","94.3456784517083","94.8265436977667","94.6285878733675","95.0488851803643","95.7161531660522","96.001969136835","96.2321106504147","96.3731078718911","96.7862505186502","96.8965489458648","97.6250324881794","97.6468051489065","97.8508959890843","97.8028926954047","",
"Early-demographic dividend","EAR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.8979207429937","56.6014776512261","58.340012403959","60.0418241666567","62.0166042296656","63.5084727023136","66.1926442021234","66.7030724363987","65.4541738961978","68.9436883502982","70.0272175900843","70.8294234434127","71.8564331134271","73.3160655914062","74.7001726814757","76.3036043507903","77.6762938957043","78.364963865646","75.1718689357295","81.1046083548977","82.2652548788111","83.1131680571248","85.73149882183","87.0192357449593","89.376836771094","91.1103260621346","92.2512760560982","93.3822156743267","",
